,ClothingID,Age,Title,ReviewText,Rating,RecommendedIND,PositiveFeedbackCount,DivisionName,DepartmentName,ClassName,Polarity_score
587,886,36,Great tee,I bought this a little ago in the denim color. it has become a favorite so much that i bought another in white.,5,1,1,General Petite,Tops,Knits,0.4588
588,886,49,Casual comfort with style,"This is a cool relaxed style with the benefit of an open neckline to add a bit of femininity. i tried on the faded blue and striped colors in the store. the faded blue goes well with the style, but the stripe is cute too. the sleeves are quite long and too tight to roll up, so if you are petite like me you will definitely want to order the petite size- and probably even those you who are in between petites and regular sizes. the sleeves may also be too narrow for some people.",4,1,0,General Petite,Tops,Knits,0.9481
589,1087,39,"Pretty dress, lots of fabric","This is a very pretty dress and looks just as it's pictured.  however, there is a lot of fabric - the lower half is very full and runs very large.",4,1,0,General,Dresses,Dresses,0.3167
590,1087,55,Surprisingly heavy,"I wanted to love this dress. the colors are heavenly and it looks light and airy. it isn't, it is very heavy, much too heavy for florida heat. the top layer is a beautiful sand color and while the fabric is nice, the heaviness of the top really weighs the whole dress down. i felt like it added ten pounds to my appearance, easily. back it went, boo hoo. if you are between sizes, i would size down, runs a bit big.",3,0,2,General,Dresses,Dresses,0.9698
591,1087,36,Casual and comforable. i love it,I was not impressed with this dress online but when i tried it on at the store i fell in love. it's a great summer / fall dress. i love the sweater top and linen bottom. so many compliments on it!,5,1,0,General,Dresses,Dresses,0.9775
592,886,25,Great casual shirt,"Absolutely in love with this shirt. the neckline is extremely flattering, and the shirt naturally comes away from the body.",4,1,0,General Petite,Tops,Knits,0.7947
593,886,41,Love the neckline,"I needed a tee refresher, i had a good feeling about this one so ordered all three colors when they were on a promo, and i'm not disappointed. the neckline is different and works great to emphasize your favorite necklace. the tee holds shape after washing and drying. my favorite is the blue which i like to wear with dark wash jeans as styled on the model. the white has a cream tinge to it and i'm able to wear it with a nude bra without looking indecent. there is a cute little button detail at th",5,1,5,General Petite,Tops,Knits,0.9664
594,1110,38,Amazingly cute but runs huge!,"The fabric and detailing of this dress is of superior quality, but unfortunately it runs huge-- you definitely need to wear a tank or cami underneath. i am 5'9 145lbs with massive shoulders/smaller bust and i got the xs petite!",4,1,0,General Petite,Dresses,Dresses,0.7133
595,1165,29,Ok suit,"I think in general it is just hard to buy a bathing suit online, but i really underestimated the v-neck of this suit. i read the reviews and noted it was not recommended for girls with larger size breast. as i'm basically an a cup, i figured i would be fine. the top portion basically has no coverage or hold. even when tied very tight, the top still opened making me feel exposed and like my entire breast would fall out of the suit. needless to say my fiancã© was not a fan of the suit either. even",3,0,11,Initmates,Intimate,Swim,-0.1593
596,937,34,Perfect for cool summer evenings,"I found this sweater to fit me just as pictured. i am 5'8'', 128lbs and ordered a small. it hits length wise the same as pictured and is just as flowy with a lot of fabric. super cute with a grey top, white skinnys and brown leather sandals. love it!",5,1,4,General,Tops,Sweaters,0.9583
597,1137,66,Too cropped,"This runs small, i got the size 3 which fits like a medium, not a large. its a bit of an aline shaped knit in a beautiful saturated navy. i loved the elbow length sleeves. i have a large 34g bust and although this fit, it came to the top of my waist and i'm short-waisted. it's a great basic for someone less busty or who likes a shorter length.",3,1,0,General,Trend,Trend,0.9677
598,1087,29,Gorgeous,"This dress is everything. i'm 5'4, athletic build, 36d and the medium fit me perfectly. the colors are really understated and beautiful and can easily be dressed up or down. i wish the elastic around the waist fell a little lower but that's one of those things only i notice and definitely didn't keep me from falling in love and buying it. can't wait to wear it on vacation next week!",5,1,15,General,Dresses,Dresses,0.9499
599,886,39,Cute tee with fun neckline,"Very soft and comfy tee. like the interesting neckline. wish the petite neckline was slightly higher, but sleeves are right length and have great cuffs.",4,1,0,General Petite,Tops,Knits,0.8779
600,1087,44,Beautiful and unique but didn't work for me,"Ordered the xsp (5'4"" about 118-120#, athletic build)...this was huge all over. big in the armholes, too much fabric hanging in the skirt (cream fabric) front and back, not flattering at all from the sides and as long on me as it shows on the model. i love the idea of this and for the right body type (of course) this will be beautiful. it also would not be a very versatile piece for me...the top sweater part is quite thick (lovely) and heavy. in oklahoma this would not work for very many weeks..",4,1,1,General,Dresses,Dresses,0.9362
601,937,40,Frumpy,"Love the color, but the fit is just odd and frumpy. the sleeves are shorter than the should be. when i lift my arms, the entire sweater gets lifted. going back.",3,0,2,General,Tops,Sweaters,0.4404
602,937,39,Stinky sweater!,"Yikes!  quite a smell off of this one- like wet/hot wool.  the color was beautiful, but the sweater is enormous!  strange fit under the arms as well.  this one went back the same day.",1,0,0,General,Tops,Sweaters,0.8157
603,886,50,Nice spin on an everyday t-shirt,"I love the way this t-shirt fits. the horseshoe opening in front is deep enough to add interest, but not too revealing. will look great with layered, dainty necklaces. the sleeves are nice and long - and i have long arms. the length of the shirt itself could be an inch or two longer, but overall the design is nice. not too tight, not too loose. i'm 5' 5"" and 125 lbs - 34c and the small fits me well. fabric is medium weight - could be a little thicker. the brick color is nice and works great with",4,1,0,General Petite,Tops,Knits,0.9862
604,1137,52,Elegant retro sweater tee,"This sweater tee is made from a fine but substantial knit which hangs beautifully and flows over imperfections in your figure. the cut is very 1950's through the sleeves and neckline. it's a little cropped and boxy, just so that it hides your belly and accentuates your hips. it looks phenomenal with a crinolined a-line skirt.",5,1,1,General,Trend,Trend,0.5506
605,886,54,"Beautiful blue, but....","The blue is a very flattering color. the fit is not. it does not lay in the back like in the photo on the model. instead, there is a lot of fabric that falls in horizontal folds because it does not fall straight because the sides at the bottom are narrower than the mid section. i think i'm going to return it. the neckline is very nice and faltering. the sleeve at the wrist is kind of constricting, though, and long. it doesn't run big at the chest section, just the mid section, then tapers in at",3,1,1,General Petite,Tops,Knits,0.841
606,886,34,Just perfect!,"This top has a comfy cozy feel while still being flattering. i especially like the generous neckline--adds a uniqueness to it. great shirt for dressing down, but still feeling feminine. i bought two! my husband always compliments me when i wear it.",5,1,5,General Petite,Tops,Knits,0.9076
607,937,60,"Comfortable, fashionable, throw on over anything","I love this sweater. it has quickly become a staple in my wardrobe. i live in minnesota, so a fashionable throw-on-and-go sweater is essential. this sweater fits the bill. i love how soft and warm it is, the cocoon styling adds a fashionable element while the acrylic/nylon/wool material keep it functional (warm and cozy). i love anything with pockets, which this has. i somewhat disagree with the other reviewers who say this runs small or short. i did not find that to be true for me, and i ordere",5,1,14,General,Tops,Sweaters,0.9509
608,937,22,Love it!,"Can be a bit itchy sometimes, i guess depending on your skin. haven't had a problem with the sweater up to now!",5,1,0,General,Tops,Sweaters,0.1154
609,1087,58,Perfection,"This dress is perfect. i'm literally wearing it right now. it's crazy comfortable while still being flattering. it looks and feels high quality, and just barely doesn't hit the floor. it makes me feel like a goddess. plenty of room in the bust area, even for me (36dd), and doesn't show bra straps or underwear. highly recommended!",5,1,0,General,Dresses,Dresses,0.8953
610,1087,62,Perfer beige over pink,"I had tried this on in the beige & loved it but could not find it in my size so i got it in the pink.
did not look at good as the beige.",3,0,0,General,Dresses,Dresses,-0.1677
611,1087,43,So very disappointed,"I love retailer and fell in love as soon as i saw this dress online. being 5'10"" i love a quality maxi dress and this one did not disappoint. however, being 5'10"" also means the top sweater overlay hits me way short. it looks ridiculous. i also thought that this was very heavy for a maxi dress and could not imagine wearing it in 80 degree weather. unfortunately after waiting so long for it's arrival this is going back.",2,0,2,General,Dresses,Dresses,0.9146
612,886,26,Basic with a twist,I love this shirt. it would be a fairly basic tee but the neckline makes it fun. it's very soft and comfortable. i bought the white with blue pattern and will probably purchase additional colors.,5,1,0,General Petite,Tops,Knits,0.9169
613,886,37,Love this shirt!,I love this shirt. the neckline is flattering and the overall feel is very comfy.,5,1,0,General Petite,Tops,Knits,0.7579
614,245,33,Perfect dress,"I wasn't going to purchase this dress because it was given 1 star. however, i ordered it and i was so glad i did!!! i'm 5'1, 105lbs this dress fit me perfectly, it really compliment my petite body. i get so much compliments! it is not easy to order anything for a petite frame but this dress really show off my body without showing too much.",5,1,4,Initmates,Intimate,Layering,0.8567
615,937,43,"Nice, comfy sweater",I tried this on in the store and had to have it. this is the kind of sweater that you just want to cozy up with on a nice fall or winter day with a cup of coffee in hand. i love the neutral pink color as it will go with everything. i'm a dress and skirt girl and this will go well with those items. it will cover your bum and i love the dolman sleeves. i highly recommend it!!,5,1,0,General,Tops,Sweaters,0.9647
616,937,37,Scratchy,"The sweater is cute, but scratchy.",3,0,1,General,Tops,Sweaters,0.25
617,937,49,"Cute, but didnt love",It was cute. i didn't keep it because it wasn't soft and hung a bit different than pictured. i thought it would be softer material. it was itchy,3,0,0,General,Tops,Sweaters,0.2263
618,1087,34,Great for hot summers,"I am on the fence about this dress, as you'll see the reasons below, but it is really breathable fabric and extremely comfortable!
_________
pros:
- tons of stretch to the top part. i'm a 36c, so a lot of retailer tops are too snug for women with some bust. however, i fit into a medium here without it being too snug. you could actually go down or up depending on how loose or tight you'd like it to be on you.
- the bottom half, the skirt, feels so nice on the skin. very breezy. it is layered an",4,1,42,General,Dresses,Dresses,0.9694
619,745,40,Love!!,"I love these tights so much i almost want to buy another few pair and save them for when these wear out. the lining is like clouds on your calves. they're thick enough that you don't need to be totally covered by a tunic but slim enough that they don't add bulk. love, love them!",5,1,1,Initmates,Intimate,Legwear,0.7902
620,745,42,Finally found nice leggings!,I am a curvy woman and leggings are new to my world. i am sorry that i did not discover these leggings sooner because they are lovely. they are comfortable and cozy with a great fit. i am 150 lbs and 5'7 and the m/l fit perfectly. i have the black and plum colors. great purchase!,4,1,1,Initmates,Intimate,Legwear,0.9764
621,1087,36,Gorgeous on the hanger but not for me,"I was so in love with this dress when i saw it in the store but so disappointed when i put it on. i am 5'10"" with curves and usually buy a large in dresses. this dress looked like a sack on me. the top was way too big and loose making the dress a boxy cut rather than a maxi cut like i was expecting. the dress is lovely to look at on the hanger and feels good on but i don't think it flatters hourglass figures. it was the right length for me unlike many other reviewers. 
obviously, based off the",3,0,2,General,Dresses,Dresses,0.7258
622,937,46,Primula cocoon cardi,"This is huge. i understand that's the style, but it looked like i was wearing my husband's size xxl. i tried to imagine a really cold day when all that extra fabric would be nice... but then it started to itch, and itch and itch!",2,0,4,General,Tops,Sweaters,0.8356
623,937,32,Not for me,The fit is not as shown on the website. will be returning.,1,0,0,General,Tops,Sweaters,0.3612
624,1110,24,"Beautiful, runs very large","The detail on this dress is lovely -- it's unusual and well-made from soft fabric. it is big though -- i would usually wear a medium and ordered a petite small. to give you a sense of how large it is, i am currently 33 weeks pregnant, and bought this to wear after the pregnancy. i can actually get it on now, over the considerable baby bump. it doesn't look good, but i can in fact get it on. hoping it won't be way too large post-pregnancy, but it seems to fit fine in the shoulders now. definitely",4,1,1,General Petite,Dresses,Dresses,0.9246
625,745,33,Super soft and comfortable,There's are just what i was looking for! these are perfect in texture and thickness...not too thick but not too thin. super soft fleece on the inside. i both both the black and green...i will most likely but the grey soon enough.,5,1,0,Initmates,Intimate,Legwear,-0.4331
626,1087,38,Awful if you have any sort of curves!,"I am floored by the amount of positive reviews on this dress! when i received it, it looked nothing like it does on the model. the bottom looked like dirty sand and was completely wrinkled. if you have anything above a c cup, the top looks completely unflattering. i looked so top heavy in this dress! definitely not worth the price. so disappointed.",2,0,2,General,Dresses,Dresses,0.4372
627,1110,35,Armholes huge,"This didn't work for me. im normally a m (8/10). got this in xs. that was the correct size for me, i believe. however, the armholes were huge. husband said the top of the dress looked like the autobots symbol from transformers and he wanted me to keep it. but, i sent it back.",2,0,0,General Petite,Dresses,Dresses,0.4215
628,873,52,Modern take on 1950's vibe,"I am long waisted and 5' 120 lbs. 34c. that being said, i purchased a size s regular and it fit perfectly. a petite would have been far too short. so i would recommend a regular size if you're a petite. also i have a big chest and this was very flattering. because of my chest size i usually do best with a v neck, but this classic peter pan collar looks great! i purchased the black. i agree with one of the reviewers who said that the nude color looked like a mess of a weave. the black and white o",5,1,1,General,Tops,Knits,0.9573
629,895,38,Most beautiful sweater that i own!,"This is a bit pricey, but it's the most beautiful sweater that i own. it fits beautifully, and the material is soft, not itchy, which is important for a sweater with a cowl neck. the cowl sits beautifully, no matter how you ""fold"" it. and, the pattern both at the neck and the bottom is vibrant and bright, and is just lovely. i ordered a small and it covers my butt, which is perfect for leggings, or even with tights and boots. it's not shapeless, but seems to graze your thighs, and has a mild tur",5,1,3,General,Tops,Fine gauge,0.9917
630,895,25,Perfect,This product i better than the pic. nice fit and a nice throw on with boots nap glad i took a chance one it,5,1,1,General,Tops,Fine gauge,0.9325
631,895,56,Imperial garden,"I bought this a month ago and returned it. but kept thinking about it so ordered it. it arrived on wed and i wore it on thursday as a dress with tights. i got so many compliments on it. it was perfect for the cool weather and was not too warm.

this knitter thinks the quality of the jacquard knit is excellent. yarn used is top notch.",5,1,1,General,Tops,Fine gauge,0.9597
632,1072,56,No slip and totally sheer dress,"I just received this in the mail today. first of all there was no slip included and the fabric is totally sheer. the description says ""viscose lining"" so i assume there was a slip and from the picture it looks like it was a beige color. second of all, it was obviously sent from a store where they lost the slip and it was squished into the smallest possible retailer envelope. the fabric is beautiful but the dress is humongous like the previous reviewers said. i ordered a size smaller than us",2,0,0,General,Dresses,Dresses,0.6369
633,895,23,Amazing,I am six feet tall so this will definitely be a tunic with jeans or leggings but if you are shorter it could easily be a dress. lovely pattern with soft cozy fabric. nice weight and hangs well. definitely a keeper!,5,1,0,General,Tops,Fine gauge,0.966
634,945,53,Ordinary for the price,"I was so excited to order this sweater but was so disappointed when it came. the knit is somewhat stiff and the sleeves are not as bell shaped as pictured on the model. overall i would of kept it if it were much less money, for the price it is just an ordinary sweater with no style.",1,0,12,General,Tops,Sweaters,-0.8036
635,895,47,Didn't work on my pear shape,"After reading the reviews i decided to give this a try, but it just didn't work on me. i'm 5'8, smaller on top, and usually wear m in retailer sizes. this was ok in the shoulder and arm area but a little too snug for me in the hips. also, the diagonal striping made my boobs disappear and the pattern at the bottom emphasized my tummy and rear. not exactly the look i was going for. back it goes.",3,0,0,General,Tops,Fine gauge,0.3919
636,850,45,Good basic - but sheer,"I loved this in the store, but had to order my size. it is true to size - a great length - but the material is very thin and very sheer. i don't think it will carry over into fall - it is more of a summer weight fabric. it is also a little pricey for that same reason - still - its a great basic and i will keep my eye out for it to go on sale.",4,1,0,General,Tops,Blouses,0.961
637,945,33,Effortlessly chic!,"I absolutely love this sweater! first of all, it's extremely comfortable. i have been wearing it around the house all day and have no desire to take it off. it's cute as a casual around the house top, but also adorable dressed up with jeans and boots. it drapes beautifully for an effortless chic look. the color is pretty close to the photo and very nice in person. the possibilities are endless for colors to accessorize and match with. this sweater is definitely cropped in length, which i normall",5,1,0,General,Tops,Sweaters,0.9855
638,895,56,Don't trust anyone,"Haha, the unifying theme in these reviews seems to be don't trust the picture! i was misled by the neckline, i thought i saw a structured kind of asian-inspired mockneck/funnel thing and instead the top has a foldover cowl which, with my full bust underneath it, refuses to pose as a mockneck for me. overall there isn't much structure here at all. but the print is beautiful and the sweater cozy without being itchy.",4,1,1,General,Tops,Fine gauge,0.856
639,805,43,Sheet,"Love the shape and cut of this top but it is so sheer you could see my belly button through it. if it was a dark color i would buy it. wore my regular size small. i'm 5'5""130lbs  and 32dd.",3,0,2,Initmates,Intimate,Lounge,0.3506
640,850,49,Happyinpdx,"Has quickly become one of my 'go to' tops. comfortable, cute, looks just like the picture.",5,1,1,General,Tops,Blouses,0.9022
641,850,36,Great shirt,"It is the perfect top to wear in the summer, it is nice and you can be somewhat dressy or super casual. i don't like anything too tight around my stomach and this has a nice flow with just the right amount of material.",4,1,0,General,Tops,Blouses,0.925
642,895,58,Couldn't get past the itch factor,"This is a beautiful tunic. i wanted it to work so much but i couldn't get past the itch factor. also, the sleeves were shorter than i expected. when i wore a light tee underneath, it didn't move well and looked bulky so sadly it went back to the store. if the material doesn't bother you, buy this. would look great w/ tights/leggings and boots.",3,1,1,General,Tops,Fine gauge,0.5436
643,1072,35,Stunning! just buy a belt with it.,"I saw this dress in the window at the portland store, and had to try it on. i was a bit horrified at how huge it was once i got it on--sort of like wearing a tent. no shape at all. one of the awesome dressing room attendants brought me a belt, and suddenly it was the most beautiful dress i've ever had on. it's romantic, elegant, feminine... the fabric is so lovely and the flowy sleeves with the lower scooped back just look fantastic. i can't say enough about how amazing it makes me feel. i wore",5,1,3,General,Dresses,Dresses,0.9757
644,805,66,Runs big,"I ordered size large and find it too boxy and long. love the hem, although the top is too long in this size so it's a bit hard to judge how it'll look in the right size. the sleeves are cute and different, a bit wide and flowing. be warned, it's sheer which is more apparent from the side view. i could clearly see the garment cleaning instruction tag through the bottom side hem. has potential but not enough for me to reorder in a smaller size.",4,1,3,Initmates,Intimate,Lounge,0.6249
645,945,43,If only it looked like the photo.....,"This sweater was a big let down. i am 5'2"" so i ordered it in a petite. it was so short that if i lifted my arms, you'd see my bra!! there is no way i could wear it without something under it- even with high waisted bottoms. and the bell sleeves look nothing like the pic. the entire sleeve is just wide, and it continues with little increase into the cuff. it is just short and boxy. it is going back for sure.",1,0,8,General,Tops,Sweaters,-0.1499
646,833,42,Not as pretty in person,"I was excited to see this top in person, but once i got a close up look at it (and also tried it on) i was disappointed. first, the color is much more persimmon orangey in person and that's a hard color to pull off for a lot of people. it just pulls any pink or red in your skin and highlights it. 

second, the top was poorly finished. i had to pick up two to try on because the lace was wonky across the front of the first one i grabbed. so much so that the lace was puckered because it had been",3,0,12,General Petite,Tops,Blouses,-0.3291
647,833,43,Feminine and tts,"Love this blouse! the top is true to size...i'm generally a m and decided to try a pl which fit great. the pm was just a bit snug...looked fine but i felt a little constricted in the bust area and thought the pl was better for me. i'm 5'1"" for reference and curvier on top than on bottom. i wore a nude bra when trying on and it totally worked with this blouse. the lace detail is a bit sheer in some parts near the bust line but nothing too inappropriate. i can't wait to wear it down to dinner for",5,1,3,General Petite,Tops,Blouses,0.9318
648,833,54,Beautiful blouse,"This is a beautiful and fashionable blouse. it feels good on as it is made of viscose, it is pretty and feminine. color is great, of course it needs to be your color. i love it and recommend it!!",5,1,0,General Petite,Tops,Blouses,0.9697
649,833,43,Pretty top,"I fell in love with this top when i tried it on at the store. it's a great fall piece. it is see-through around the bust, so a nude bra or any color camisole would have to be worn. my only thing is that it seems a little dressy, so i'm wondering how much i'll wear it. i work from home so everything has to be somewhat casual. so, i do recommend it, but i'm undecided as to if i'm going to keep it. for reference, i'm a 34d with a thin upper body and took a size medium.",4,1,0,General Petite,Tops,Blouses,0.5579
650,1072,68,"Size down - loose,, flowing material - love it!","This dress is light, airy easy and comfortable to wear. i love the colors and pattern. it looks wonderful with or without a belt. i sized down from a 6 to a 4. i position the front of the dress material closer to the neck so it flows longer at the back. although i am a size 6 the under slip fits perfectly in a size 4. i prefer the dress without a belt but it also looks good with a belt or a jacket or long cardigan. 
this dress is a keeper!",5,1,3,General,Dresses,Dresses,0.9299
651,895,60,Warm and chic,"Very attractive and easy to wear. i wore it the night it arrived and wore it again the next night! i love the colors, the pattern and design. this is a stylish tunic sweater. the sleeves are not full length, which i prefer. the sweater is dense - the weave is tight, making the sweater quite warm, but not too warm.",4,1,0,General,Tops,Fine gauge,0.6876
652,850,32,Perfect tank to be dressed up or down,Great tank to wear to work or a night out. fits true to size.,5,1,0,General,Tops,Blouses,0.7845
653,833,55,Pretty and feminine,"Stylist at my local retailer recommended i try on this top. as soon as i put it on, i was amazed at how pretty it is. i'm 5'3"" and curvy size medium and the fit is true to size. i would say if you are between sizes, you may want to size down. i didn't have any issues with the lace and the slight v-neck falls perfectly on me. no need to wear any cami. 
my only concern was how wrinkled the top was. i requested to have the blouse steamed before i left the store so that i could see if all of the wrin",5,1,2,General Petite,Tops,Blouses,0.9541
654,895,39,Perfect,"Not only a beautiful knit but can be worn as both tunic and dress on my short frame. it does not look like a sack tent when worn. very soft and flattering. collar is styled well and can be shaped different ways. pattern and color combo is the similar to the exquisite eira dress. i am 5'3"" and i chose the regular over petite. i only wish the sleeves were longer.",5,1,0,General,Tops,Fine gauge,0.0535
655,895,60,Beautiful sweater!,"As others have said, this is even prettier in person. beautifully made, colors are really pretty. it's unique and special. in sweaters i go between sizes small and medium, depending on the cut. i went with the small here because the medium had a bit too much fabric around the hips where i don't need it. it doesn't run large, it's just that i wanted it to be closer fit as i'll wear it with skinny jeans or leggings.",5,1,1,General,Tops,Fine gauge,0.9245
656,895,50,Wanted to love it - but . . .,"I wanted to love this. however, the fit was funky and the colors were muted. this is definitely something you must try on in the store. too risky to buy online due to weird fit.",2,0,0,General,Tops,Fine gauge,0.8402
657,886,23,Shrinks!!!,"Ladies this top shrinks!!! i am very disappointed, i was in love with this top and the first time i washed it it shrunk a significant amount. i did not use a dryer, i laid this piece out to dry as i do with the majority of my knit tops and it shrunk. it is a lot shorter and much tighter, especially in my arms. if you love this top i might suggest buying a size up and washing it to fit.",2,0,14,General Petite,Tops,Knits,0.9523
658,886,32,"Love, love, love!","I love this top! the sizing was great, and i have already worn it so many times, and received so many compliments! it is great to dress up or down! such a great purchase!",5,1,0,General Petite,Tops,Knits,0.97
659,886,56,Loved this top,Purchased in the blue. the color is a little darker than it shows. more of a slate blue. loved the fit. i am tall so it covered perfectly.,5,1,0,General Petite,Tops,Knits,0.8971
660,1078,61,Flattering,"Very slimming, lovely dress.
a nice addition to your fall/ winter wardrobe.
the embroidery is lovely, fabric soft and comfortable. sized perfectly. 
so happy with this beautiful black dress!!!",5,1,7,General Petite,Dresses,Dresses,0.9829
661,1089,34,Love,"New fav lbd. i am 5 months postpartum and this dress makes me feel like my old self again. it fits right above the waist, with a bow to cinch the waist. love the fit and flare. the top is warm, great for a cold evening out. and the taffeta really dresses it up. love",5,1,0,General Petite,Dresses,Dresses,0.9726
662,895,48,Very plain on the front,"This sweater looks soft and flowy on the model, but in the store it is rather stiff lace in the back and very plain in the front. i did not like the ribbing on the front bottom of the sweater because it pulled in places and didn't lie flat. way too expensive for what you are getting.",3,0,2,General,Tops,Fine gauge,-0.395
663,886,34,Might be great if you have a bun in the oven!,"Again, bought this while wearing my retailer colored glasses. i loved the flowiness and color of the dark pink, and was convinced in the dressing room that this top made me look like a chic goddess, mid-vacation on the amalfi coast. i tried it on at home, and it straight up looked like i was wearing a maternity top. since i'm not with child, this one's going back!",2,0,0,General Petite,Tops,Knits,0.9493
664,895,42,Pretty but just okay when worn.,I love the back detail but doesn't feel that comfortable on. i bought in green. it's fitted so get size larger if you plan to layer up. i'm 107 and bought xs size. i should have ordered the s.,3,0,0,General,Tops,Fine gauge,-0.2389
665,1105,49,Very versatile,I was on the fence about this jumpsuit at first.  i feel the pockets in the back are a little high on my bum.  kind of an unnatural placement.  i sized up so it wasn't so tight fitting at the waist and hips so it made the placement of the back pockets a little better.,4,1,0,General,Dresses,Dresses,0.3832
666,886,29,Great winter tunic,"Great for layering and staying warm in the winter. definitely stay on the larger size, the fabric has very little give but is comfortable.",4,1,0,General Petite,Tops,Knits,0.8519
667,886,43,Not a great design,"This shirt is not a good look for a gal with hips. the fit at the top is tight (i ordered a small) but there is so much material at the bottom and if you are a little taller (i am 5'7), it hits at a place that is not flattering. i was hoping for something that hung straight down and would be good with leggings. this is not it...also the material is a little stiffer then i was expecting.",2,0,0,General Petite,Tops,Knits,0.8361
668,886,63,V-neck t,Way to v necked- other than that would be a nice go to top. needs a cami.,3,1,1,General Petite,Tops,Knits,0.5574
669,969,34,Super cute- order a size down,"After reading the reviews, i was hesitant to purchase, but glad i did. i'm usually an xs or s depending on the brand, but i got this in a xxs. it fits perfectly and is so cute. does not look like a bathrobe at all. i love it because it's almost like a cardigan blazer...looks like a blazer but feels like a cardigan!",5,1,0,General,Jackets,Jackets,0.9839
670,886,60,Nice tunic,"I tried this tunic on in my local retailer store. they do not carry petites, so i tried on a regular small (i'm 5'2"", 130lb). the proportions were a bit off. the v-neck fell way too low and there was extra material puckering across the bodice. i definitely think a petite would work better for my height. alas, no petites in-store or online in the color(s) i would purchase. i didn't find the shirt too thin, as some have commented. it's essentially a midweight t-shirt material (but rayon, so beware o",4,1,2,General Petite,Tops,Knits,0.0258
671,1078,39,Nice casual tunic-dress,"Comfortable,t eh fabric is very soft. the embroidery adds a little to the otherwise plain black tunic. lace up neck on trend too. 

i ordered the xxs p, as it is likely loose... that was just fine for me, xs p would have been not as flattering. theo nly problem with that is the sleeves then became a little more snug (workout arms). not too snug that i can't wear the dress, but decided not to keep it only because there are way too many things i like at retailer! (and have to pick). in my wish lis",5,1,2,General Petite,Dresses,Dresses,0.6716
672,1060,39,Not as bad as previously reviewed,"I do think the fabric could be a little more substantial for the price, and was disappoitned that even petites, were again, too long... the color is nice enough (neutral), and they definitely look like work pants. they are true to sice, but i could do the low end of my size range.",4,1,7,General Petite,Bottoms,Pants,0.4866
673,886,32,Love the black,I bought this in black and it did require me to wear a shirt underneath as it was a little sheer/see through. i usually wear an xs and i wore the same in this top. the black is very pretty and goes well with some skinny jeans.,5,1,24,General Petite,Tops,Knits,0.7645
674,886,39,Weird shape.,After seeing this on anthto's facebook page i was so excited to order. i ended up going to a store and trying on. i couldn't believe it was the same shirts when i first saw it. i thought this ran quite big. and the shape was odd. lots of material in the middle. i am a mom of 3 young kids and didn't want people to think #4 was on the way.,2,0,15,General Petite,Tops,Knits,0.1517
675,895,54,Boxy,"I ordered this sweater in black and thought it was a pretty design and something different in a cardigan. when i tried it on, it was an odd fit and very boxy and unflattering. i wanted to like it and keep it, but i knew i would not wear it so, unfortunately, it went back.",3,0,0,General,Tops,Fine gauge,-0.0387
676,895,71,Cute but short,"I ordered the green, black and ivory because i thought they were so cute. the sweater is short but still cute. the ivory one i will return though. it has sparkle that's not noticeable in the online picture plus when it arrived it had a huge snag in the fabric. i'm actually quite surprised they sent it to me in such poor condition.",4,1,0,General,Tops,Fine gauge,0.8939
677,886,46,"Too long, poor quality",I ordered the pink in size xl. the color was pretty. the problem is the material was too thin and tight. it ran at least a size smaller than shown in the photos online.,3,0,0,General Petite,Tops,Knits,0.128
678,895,30,Sent to me damaged,"I ordered the in the emerald green and it was sent to me with a dime size hole in the sleeve. i am very disappointed, because i love the sweater. by the time it arrived, it was sold out in my size. now, i cannot exchange it for one that is not damaged. if the sweater was not damaged, i would recommend this product.",2,1,0,General,Tops,Fine gauge,0.7975
679,895,59,Gold thread,"This is a very pretty sweater, a bit boxy and short but cute. i am 5'1"" and ordered the regular xs in black. the thing i did not like about this sweater was the gold thread through the back lace. i would have kept this if it was plain black lace. just did not like that look.",2,0,2,General,Tops,Fine gauge,0.2303
680,1089,26,Not for me,"I was obsessed with this dress from the moment i saw it online and was so excited to buy it for my company christmas party. i'm 5'4"", 36c, 145lbs and i ordered a 6. the size was great but the whole cut of the dress was completely off for me. i have a fairly short torso but the top portion of the dress (which is a sweater-like material) hit me far too low on my waist to be flattering; the petite may have fixed it, but then the skirt would've been too short. the pleats were cute but flared out too",3,1,2,General Petite,Dresses,Dresses,0.8384
681,886,46,Great tunic,"This tunic is very pretty in black. it is lighter weight than the picture appears and drapes nicely. i'm 5'2 so i ordered the petite, but would have been ok with the extra length of the regular for when worn with leggings, with jeans the petite length will work well. i recommend using the size chart provided. i general wear an xs, but ordered the s, based on the size chart, it's a perfect fit.",5,1,37,General Petite,Tops,Knits,0.9545
682,895,35,Not for tall ladies,"This sweater is a cute design but did not work for me. i am 5'9"" and this is way to short/cropped and looks awkward. the quality was so so, it looked stretched out in the front. it's getting returned.",2,0,1,General,Tops,Fine gauge,0.0258
683,886,61,Lokka tunic,"Beautiful top, loved the color but shoulders were totally messed up and not sure if it was from
hanging at store or the way it was sewn.",2,0,0,General Petite,Tops,Knits,-0.1735
684,1078,46,I'm in love!,"I love this shirtdress. the lace and collar design pops off the black. super comfortable and love that it has pockets! a keeper, this one not going back ever. i am 5'9 and 140 lbs and the 6 fits perfect. the length comes above my knee, so most likely i will be wearing tights or skinny's underneath.",5,1,0,General Petite,Dresses,Dresses,0.9665
